herb,中药,symptom,肝硬化症状,临床有效,临床出现,score
U106,陈皮,S27,腹痛,1,1,119436
U970,远志,S398,痛觉过敏,0,0,119436
U382,藿香,S21,乏力,0,1,119436
U1031,紫苏叶,S62,呕吐,0,1,119436
U779,桃仁,S20,发热,0,1,119436
U417,金荞麦,S71,身黄,0,0,119436
U311,荷叶,S48,咳嗽,0,1,119436
U607,藕,S27,腹痛,0,1,119436
U860,夏天无,S48,咳嗽,0,0,119436
U13,菝葜,S25,浮肿,0,1,119436
U417,金荞麦,S20,发热,0,0,119436
U5,艾叶,S398,痛觉过敏,0,0,119436
U841,五味子,S501,主观性眩晕,0,0,119436
U95,柴胡,S501,主观性眩晕,0,0,119436
U370,黄精,S87,头痛,0,1,119436
U959,鱼腥草,S20,发热,0,1,119436
U142,大戟,S71,身黄,0,0,119436
U43,白芷,S104,厌食,0,0,119436
U286,桂枝,S88,头晕,1,1,119436
U884,小蓟,S20,发热,0,1,119436
U243,覆盆子,S87,头痛,0,0,119436
U104,沉香,S62,呕吐,0,0,119436
U962,玉竹,S25,浮肿,0,1,119436
U950,银柴胡,S06,便秘,0,1,119436
U950,银柴胡,S20,发热,0,1,119436
U648,全蝎,S25,浮肿,0,1,119436
U262,葛根,S260,快感缺乏,0,0,119436
U156,丹皮,S398,痛觉过敏,0,0,119436
U383,鸡骨草,S48,咳嗽,0,0,119436
U372,黄连,S88,头晕,1,1,119436
U602,牛膝,S62,呕吐,0,1,119436
U339,胡椒,S27,腹痛,0,0,119436
U636,秦皮,S20,发热,0,0,119436
U944,益智仁,S62,呕吐,0,1,119436
U375,黄芩,S17,恶心,1,1,119436
U829,乌药,S104,厌食,0,0,119436
U462,辣椒,S88,头晕,0,0,119436
U716,生姜,S25,浮肿,1,1,119436
U243,覆盆子,S20,发热,0,1,119436
U95,柴胡,S69,气促,0,1,119436
U898,徐长卿,S88,头晕,0,1,119436
U484,灵芝,S20,发热,0,1,119436
U1030,紫苏梗,S06,便秘,0,1,119436
U160,淡豆豉,S48,咳嗽,0,1,119436
U817,菟丝子,S25,浮肿,1,1,119436
U214,防风,S48,咳嗽,0,1,119436
U669,三七,S21,乏力,0,1,119436
U676,桑寄生,S501,主观性眩晕,0,0,119436
U459,款冬花,S48,咳嗽,1,1,119436
U172,地肤子,S62,呕吐,0,1,119436
U700,蛇床子,S20,发热,0,1,119436
U930,洋金花,S398,痛觉过敏,0,0,119436
U716,生姜,S06,便秘,0,1,119436
U325,红花,S71,身黄,0,1,119436
U52,半边莲,S25,浮肿,1,1,119436
U244,甘草,S398,痛觉过敏,0,0,119436
U325,红花,S64,皮肤可见出血点,0,0,119436
U205,莪术,S48,咳嗽,0,1,119436
U539,满山红,S87,头痛,0,0,119436
U709,射干,S48,咳嗽,0,1,119436
U173,地骨皮,S25,浮肿,0,1,119436
U628,前胡,S71,身黄,0,1,119436
U709,射干,S21,乏力,0,1,119436
U802,葶苈子,S48,咳嗽,1,1,119436
U206,鹅不食草,S25,浮肿,0,0,119436
U351,花椒,S360,湿疹性皮炎,0,0,119436
U10,巴豆,S27,腹痛,0,0,119436
U384,鸡冠花,S501,主观性眩晕,0,0,119436
U462,辣椒,S25,浮肿,0,0,119436
U995,栀子,S88,头晕,0,1,119436
U260,藁本,S62,呕吐,0,0,119436
U612,枇杷叶,S25,浮肿,0,1,119436
U480,莲子心,S25,浮肿,0,0,119436
U637,青黛,S25,浮肿,0,1,119436
U106,陈皮,S06,便秘,1,1,119436
U447,决明子,S20,发热,0,1,119436
U519,罗布麻叶,S25,浮肿,0,0,119436
U93,侧柏叶,S25,浮肿,0,1,119436
U856,豨莶草,S21,乏力,1,1,119436
U569,墨旱莲,S48,咳嗽,0,1,119436
U247,甘松,S104,厌食,0,0,119436
U817,菟丝子,S48,咳嗽,0,1,119436
U173,地骨皮,S20,发热,0,1,119404.5
U120,川芎,S398,痛觉过敏,0,0,119389
U709,射干,S87,头痛,0,0,119389
U93,侧柏叶,S62,呕吐,0,1,119342
U146,大青叶,S104,厌食,0,0,119341
U650,人参,S20,发热,0,0,119292
U185,丁香,S398,痛觉过敏,0,0,119292
U787,天麻,S48,咳嗽,0,1,119119
U442,橘核,S71,身黄,0,1,119119
U627,牵牛子,S48,咳嗽,0,1,119119
U106,陈皮,S62,呕吐,1,1,119119
U195,豆蔻,S20,发热,0,1,119119
U898,徐长卿,S06,便秘,0,1,119119
U735,使君子,S87,头痛,0,0,119119
U513,鹿衔草,S87,头痛,0,0,119119
U649,拳参,S87,头痛,0,0,119119
U119,川乌,S25,浮肿,0,1,119119
U693,山药,S398,痛觉过敏,0,0,119119
U678,桑椹,S87,头痛,0,0,119119
U687,山椒,S27,腹痛,0,0,119119
U172,地肤子,S25,浮肿,1,1,119119
U95,柴胡,S25,浮肿,0,1,119119
U850,西红花,S25,浮肿,0,0,119119
U579,木蝴蝶,S48,咳嗽,0,1,119103.5
U104,沉香,S87,头痛,0,0,119103.5
U979,泽兰,S48,咳嗽,1,1,119103.5
U120,川芎,S87,头痛,0,1,119103.5
U393,蒺藜,S20,发热,0,0,119103.5
U175,地锦草,S398,痛觉过敏,0,0,119103.5
U234,佛手,S48,咳嗽,0,1,119103.5
U314,黑豆,S27,腹痛,0,0,119103.5
U569,墨旱莲,S06,便秘,0,1,119103.5
U970,远志,S104,厌食,0,0,119093
U12,巴戟天,S398,痛觉过敏,0,0,119091
U602,牛膝,S25,浮肿,1,1,118922
U150,大枣,S25,浮肿,0,1,118902.5
U476,连翘,S71,身黄,1,1,118834.5
U1031,紫苏叶,S27,腹痛,0,1,118834.5
U968,芫花,S25,浮肿,0,0,118834.5
U795,甜瓜子,S25,浮肿,0,0,118834.5
U664,三白草,S48,咳嗽,0,0,118834.5
U758,四季青,S398,痛觉过敏,0,0,118834.5
U884,小蓟,S398,痛觉过敏,0,0,118834.5
U995,栀子,S501,主观性眩晕,0,0,118834.5
U442,橘核,S48,咳嗽,0,0,118834.5
U841,五味子,S62,呕吐,0,1,118688
U262,葛根,S48,咳嗽,1,1,118688
U311,荷叶,S25,浮肿,0,1,118688
U711,伸筋草,S07,便溏,0,1,118688
U391,急性子,S71,身黄,0,0,118688
U700,蛇床子,S27,腹痛,0,1,118597
U305,诃子,S07,便溏,0,1,118597
U785,天花粉,S48,咳嗽,0,1,118597
U372,黄连,S90,胃脘嘈杂,0,1,118597
U891,辛夷,S27,腹痛,0,0,118597
U155,丹参,S398,痛觉过敏,0,0,118597
U38,白头翁,S87,头痛,0,0,118597
U852,西洋参,S87,头痛,0,0,118597
U1025,紫草,S87,头痛,0,0,118597
U679,桑叶,S398,痛觉过敏,0,0,118597
U901,玄参,S20,发热,0,1,118597
U474,荔枝核,S62,呕吐,0,0,118597
U730,石榴,S71,身黄,0,1,118597
U683,砂仁,S48,咳嗽,1,1,118597
U779,桃仁,S87,头痛,0,1,118597
U716,生姜,S104,厌食,0,0,118498
U669,三七,S398,痛觉过敏,0,0,118423
U789,天南星,S501,主观性眩晕,0,0,118284
U709,射干,S90,胃脘嘈杂,0,0,118284
U687,山椒,S17,恶心,0,0,118284
U930,洋金花,S06,便秘,0,0,118284
U205,莪术,S20,发热,0,1,118284
U205,莪术,S95,消瘦,0,0,118284
U380,茴香,S48,咳嗽,0,1,118284
U454,苦楝皮,S71,身黄,0,0,118284
U146,大青叶,S109,意识障碍,0,0,118284
U12,巴戟天,S104,厌食,0,0,118284
U205,莪术,S501,主观性眩晕,0,0,118284
U212,翻白草,S119,鼻窦炎,0,0,118284
U869,香附,S25,浮肿,0,1,118284
U639,青果,S27,腹痛,0,1,118284
U664,三白草,S20,发热,0,0,118284
U56,薄荷,S25,浮肿,0,1,118284
U164,党参,S109,意识障碍,0,1,118284
U664,三白草,S306,皮疹,0,0,118284
U79,补骨脂,S87,头痛,0,1,118284
U262,葛根,S306,皮疹,0,0,118284
U661,乳香,S88,头晕,0,1,118284
U691,山柰,S25,浮肿,0,0,118284
U70,萹蓄,S27,腹痛,0,1,118284
U859,夏枯草,S25,浮肿,0,1,118284
U944,益智仁,S501,主观性眩晕,0,0,118284
U117,川贝,S25,浮肿,0,1,118284
U860,夏天无,S25,浮肿,0,0,118284
U56,薄荷,S48,咳嗽,0,1,118284
U944,益智仁,S48,咳嗽,0,1,118284
U262,葛根,S71,身黄,0,1,118284
U211,番泻叶,S27,腹痛,0,1,118284
U211,番泻叶,S25,浮肿,0,1,118284
U930,洋金花,S48,咳嗽,0,0,118284
U505,芦荟,S48,咳嗽,0,0,118284
U331,洪连,S25,浮肿,0,0,118284
U297,海金沙,S104,厌食,0,0,118284
U382,藿香,S62,呕吐,0,1,118284
U117,川贝,S398,痛觉过敏,0,0,118284
U793,天竺黄,S25,浮肿,0,0,118284
U568,明党参,S398,痛觉过敏,0,0,118284
U776,檀香,S06,便秘,0,0,118284
U477,莲房,S48,咳嗽,0,0,118284
U87,苍术,S20,发热,1,1,118284
U141,大黄,S88,头晕,0,1,118284
U118,川楝子,S299,皮肤干燥,0,0,118284
U765,苏合香,S501,主观性眩晕,0,0,118284
U118,川楝子,S21,乏力,0,1,118284
U674,桑白皮,S90,胃脘嘈杂,0,0,118284
U765,苏合香,S21,乏力,0,0,118284
U171,地枫皮,S87,头痛,0,0,118284
U776,檀香,S27,腹痛,0,0,118284
U657,肉苁蓉,S25,浮肿,0,1,118284
U1031,紫苏叶,S06,便秘,0,1,118284
U155,丹参,S501,主观性眩晕,0,0,118284
U1030,紫苏梗,S25,浮肿,0,1,118284
U530,马鞭草,S71,身黄,0,1,118284
U999,枳实,S21,乏力,1,1,118284
U594,牛蒡子,S501,主观性眩晕,0,0,118284
U314,黑豆,S62,呕吐,0,0,118284
U594,牛蒡子,S306,皮疹,0,0,118284
U999,枳实,S06,便秘,1,1,118284
U435,九里香,S398,痛觉过敏,0,0,118284
U118,川楝子,S501,主观性眩晕,0,0,118284
U70,萹蓄,S48,咳嗽,0,0,118284
U150,大枣,S71,身黄,0,1,118284
U730,石榴,S306,皮疹,0,0,118284
U736,柿蒂,S87,头痛,0,0,118284
U899,续断,S87,头痛,0,0,118284
U570,母丁香,S20,发热,0,0,118284
U539,满山红,S25,浮肿,0,0,118284
U147,大蒜,S398,痛觉过敏,0,0,118284
U578,木瓜,S06,便秘,0,1,118284
U559,玫瑰花,S360,湿疹性皮炎,0,0,118284
U244,甘草,S07,便溏,0,1,118284
U443,橘红,S398,痛觉过敏,0,0,118284
U118,川楝子,S88,头晕,0,1,118284
U160,淡豆豉,S07,便溏,0,1,118284
U775,太子参,S48,咳嗽,0,1,118284
U650,人参,S06,便秘,0,1,118284
U899,续断,S25,浮肿,0,1,118284
U38,白头翁,S06,便秘,0,0,118284
U594,牛蒡子,S71,身黄,1,1,118284
U63,荜澄茄,S25,浮肿,0,0,118284
U694,山楂,S71,身黄,1,1,118284
U124,穿山龙,S87,头痛,0,0,118284
U314,黑豆,S65,皮肤瘙痒,0,0,118284
U308,何首乌,S306,皮疹,0,0,118284
U308,何首乌,S25,浮肿,0,1,118284
U164,党参,S95,消瘦,0,1,118284
U636,秦皮,S88,头晕,0,0,118284
U165,刀豆,S48,咳嗽,0,0,118284
U874,香薷,S87,头痛,0,1,118284
U841,五味子,S87,头痛,0,1,118284
U874,香薷,S25,浮肿,0,1,118284
U683,砂仁,S25,浮肿,0,1,118284
U869,香附,S21,乏力,1,1,118284
U683,砂仁,S398,痛觉过敏,0,0,118284
U683,砂仁,S501,主观性眩晕,0,0,118284
U585,木贼,S398,痛觉过敏,0,0,118284
U106,陈皮,S501,主观性眩晕,0,0,118284
U164,党参,S62,呕吐,0,1,118284
U569,墨旱莲,S71,身黄,0,1,118284
U682,沙苑子,S62,呕吐,0,1,118284
U271,骨碎补,S501,主观性眩晕,0,0,118284
U133,刺五加,S48,咳嗽,0,0,118284
U1025,紫草,S48,咳嗽,0,1,118284
U841,五味子,S27,腹痛,1,1,118284
U841,五味子,S21,乏力,1,1,118284
U568,明党参,S87,头痛,0,0,118284
U803,通草,S104,厌食,0,0,118284
U858,细辛,S06,便秘,0,1,118284
U142,大戟,S360,湿疹性皮炎,0,0,118284
U680,桑枝,S501,主观性眩晕,0,0,118284
U648,全蝎,S06,便秘,0,0,118284
U24,白芥子,S501,主观性眩晕,0,0,118284
U162,当归,S25,浮肿,0,1,118284
U106,陈皮,S360,湿疹性皮炎,0,0,118284
U578,木瓜,S501,主观性眩晕,0,0,118284
U43,白芷,S62,呕吐,0,1,118284
U43,白芷,S501,主观性眩晕,0,0,118284
U313,鹤虱,S07,便溏,0,0,118284
U858,细辛,S88,头晕,0,1,118284
U785,天花粉,S306,皮疹,0,0,118284
U963,郁金,S48,咳嗽,0,1,118284
U648,全蝎,S48,咳嗽,0,1,118284
U875,香橼,S501,主观性眩晕,0,0,118284
U858,细辛,S306,皮疹,0,0,118284
U171,地枫皮,S06,便秘,0,0,118284
U858,细辛,S21,乏力,0,1,118284
U346,槲寄生,S501,主观性眩晕,0,0,118284
U680,桑枝,S25,浮肿,0,1,118284
U998,枳壳,S27,腹痛,0,1,118284
U258,高良姜,S17,恶心,0,1,118284
U709,射干,S88,头晕,0,1,118284
U108,赤芍,S25,浮肿,1,1,118284
U463,莱菔子,S306,皮疹,0,0,118284
U898,徐长卿,S62,呕吐,0,1,118284
U856,豨莶草,S87,头痛,0,0,118284
U370,黄精,S25,浮肿,1,1,118284
U958,余甘子,S20,发热,0,0,118284
U606,女贞子,S88,头晕,0,1,118284
U10,巴豆,S25,浮肿,0,0,118284
U236,茯苓,S25,浮肿,1,1,118284
U979,泽兰,S88,头晕,0,1,118284
U579,木蝴蝶,S398,痛觉过敏,0,0,118284
U265,钩藤,S62,呕吐,0,1,118284
U918,亚麻子,S398,痛觉过敏,0,0,118284
U623,千金子,S06,便秘,0,0,118284
U266,狗脊,S88,头晕,0,0,118284
U164,党参,S27,腹痛,1,1,118284
U504,芦根,S88,头晕,0,0,118284
U214,防风,S501,主观性眩晕,0,0,118284
U214,防风,S306,皮疹,0,0,118284
U892,杏仁,S21,乏力,0,1,118284
U850,西红花,S88,头晕,0,0,118284
U892,杏仁,S27,腹痛,0,1,118284
U372,黄连,S501,主观性眩晕,0,0,118284
U325,红花,S20,发热,0,1,118284
U484,灵芝,S88,头晕,0,0,118284
U5,艾叶,S88,头晕,0,1,118284
U606,女贞子,S25,浮肿,0,1,118284
U892,杏仁,S501,主观性眩晕,0,0,118284
U711,伸筋草,S88,头晕,0,1,118284
U346,槲寄生,S25,浮肿,1,1,118284
U948,茵陈,S501,主观性眩晕,0,0,118284
U18,白果,S25,浮肿,0,0,118284
U914,鸭跖草,S87,头痛,0,0,118284
U164,党参,S71,身黄,1,1,118284
U228,蜂蜜,S25,浮肿,0,0,118284
U274,瓜蒌,S25,浮肿,1,1,118284
U274,瓜蒌,S06,便秘,1,1,118284
U5,艾叶,S07,便溏,0,1,118284
U174,地黄,S88,头晕,0,1,118284
U606,女贞子,S48,咳嗽,0,1,118284
U140,大腹皮,S06,便秘,1,1,118284
U380,茴香,S20,发热,0,0,118284
U62,荜茇,S25,浮肿,0,0,118284
U529,麻仁,S06,便秘,1,1,118284
U716,生姜,S62,呕吐,0,1,118284
U21,白及,S25,浮肿,1,1,118284
U560,梅花,S25,浮肿,0,0,118284
U748,水飞蓟,S501,主观性眩晕,0,0,118284
U196,独活,S07,便溏,0,1,118284
U439,桔梗,S48,咳嗽,1,1,118284
U628,前胡,S25,浮肿,1,1,118284
U628,前胡,S88,头晕,0,1,118284
U758,四季青,S20,发热,0,0,118284
U183,丁公藤,S88,头晕,0,0,118284
U838,五加皮,S88,头晕,0,1,118284
U767,苏子,S25,浮肿,0,1,118284
U102,车前草,S88,头晕,1,1,118284
U522,络石藤,S87,头痛,0,0,118284
U503,漏芦,S25,浮肿,0,0,118284
U269,谷精草,S87,头痛,0,0,118272
U382,藿香,S27,腹痛,1,1,118272
U305,诃子,S06,便秘,0,0,118272
U437,韭菜,S20,发热,0,0,118272
U496,龙胆,S71,身黄,1,1,118272
U148,大血藤,S87,头痛,0,0,118272
U623,千金子,S88,头晕,0,0,118272
U650,人参,S80,四肢抽搐,0,0,118272
U898,徐长卿,S20,发热,0,0,118272
U959,鱼腥草,S27,腹痛,1,1,118272
U858,细辛,S25,浮肿,0,1,118272
U860,夏天无,S33,关节肿胀,0,0,118272
U451,苦参,S48,咳嗽,0,1,118272
U826,乌梅,S87,头痛,0,1,118272
U721,石菖蒲,S48,咳嗽,0,1,118272
U439,桔梗,S20,发热,0,1,118272
U211,番泻叶,S87,头痛,0,0,118272
U1025,紫草,S88,头晕,0,1,118261.5
U528,麻黄根,S501,主观性眩晕,0,0,118261.5
U678,桑椹,S88,头晕,0,0,118192
U496,龙胆,S25,浮肿,0,1,118192
U443,橘红,S501,主观性眩晕,0,0,118192
U150,大枣,S88,头晕,0,1,118192
U476,连翘,S501,主观性眩晕,0,0,118192
U480,莲子心,S501,主观性眩晕,0,0,118192
U162,当归,S88,头晕,0,1,118192
U286,桂枝,S501,主观性眩晕,0,0,118192
U439,桔梗,S88,头晕,0,1,118192
U740,熟地,S501,主观性眩晕,0,0,118192
U679,桑叶,S88,头晕,0,1,118192
U189,冬瓜皮,S88,头晕,0,1,118192
U569,墨旱莲,S501,主观性眩晕,0,0,118192
U382,藿香,S88,头晕,0,1,118192
U513,鹿衔草,S25,浮肿,0,0,118192
U321,红参,S501,主观性眩晕,0,0,118192
U584,木香,S71,身黄,1,1,118166
U575,木鳖子,S06,便秘,0,0,118166
U125,穿心莲,S25,浮肿,0,1,118166
U772,酸枣仁,S88,头晕,1,1,118125
U460,昆布,S25,浮肿,0,1,117987.5
U569,墨旱莲,S62,呕吐,0,1,117987.5
U269,谷精草,S398,痛觉过敏,0,0,117987.5
U56,薄荷,S07,便溏,0,1,117987.5
U50,板蓝根,S88,头晕,0,1,117987.5
U467,老鹳草,S20,发热,0,0,117987.5
U274,瓜蒌,S87,头痛,0,0,117987.5
U789,天南星,S71,身黄,0,0,117941
U803,通草,S25,浮肿,0,1,117932
U628,前胡,S20,发热,1,1,117925
U529,麻仁,S398,痛觉过敏,0,0,117874
U582,木通,S20,发热,0,0,117874
U584,木香,S294,排便疼痛,0,0,117874
U325,红花,S398,痛觉过敏,0,0,117826.5
U602,牛膝,S87,头痛,0,1,117826.5
U430,荆芥,S398,痛觉过敏,0,0,117826.5
U584,木香,S87,头痛,0,1,117826.5
U10,巴豆,S398,痛觉过敏,0,0,117826.5
U372,黄连,S398,痛觉过敏,0,0,117826.5
U339,胡椒,S48,咳嗽,0,0,117802.5
U54,半夏,S420,细支气管炎,0,0,117802.5
U165,刀豆,S25,浮肿,0,0,117802.5
U871,香加皮,S88,头晕,0,0,117802.5
U654,忍冬藤,S501,主观性眩晕,0,0,117802.5
U370,黄精,S06,便秘,0,1,117802.5
U898,徐长卿,S360,湿疹性皮炎,0,0,117802.5
U568,明党参,S27,腹痛,0,0,117802.5
U568,明党参,S25,浮肿,0,0,117802.5
U787,天麻,S501,主观性眩晕,0,0,117802.5
U12,巴戟天,S25,浮肿,0,1,117802.5
U971,月季花,S360,湿疹性皮炎,0,0,117802.5
U339,胡椒,S501,主观性眩晕,0,0,117802.5
U207,儿茶,S501,主观性眩晕,0,0,117802.5
U858,细辛,S360,湿疹性皮炎,0,0,117802.5
U484,灵芝,S501,主观性眩晕,0,0,117802.5
U898,徐长卿,S109,意识障碍,0,1,117802.5
U903,旋覆花,S88,头晕,0,1,117802.5
U841,五味子,S109,意识障碍,0,1,117802.5
U242,附子,S17,恶心,0,1,117802.5
U140,大腹皮,S21,乏力,1,1,117802.5
U87,苍术,S06,便秘,0,1,117802.5
U875,香橼,S06,便秘,0,0,117802.5
U995,栀子,S21,乏力,0,1,117802.5
U821,威灵仙,S88,头晕,0,1,117802.5
U682,沙苑子,S88,头晕,0,1,117802.5
U790,天山雪莲,S21,乏力,0,0,117802.5
U602,牛膝,S106,抑郁,0,0,117802.5
U484,灵芝,S87,头痛,0,0,117802.5
U150,大枣,S21,乏力,1,1,117802.5
U17,白附子,S06,便秘,0,0,117802.5
U79,补骨脂,S25,浮肿,1,1,117802.5
U338,胡黄连,S501,主观性眩晕,0,0,117802.5
U346,槲寄生,S398,痛觉过敏,0,0,117802.5
U944,益智仁,S21,乏力,1,1,117802.5
U612,枇杷叶,S104,厌食,0,0,117802.5
U185,丁香,S501,主观性眩晕,0,0,117802.5
U417,金荞麦,S95,消瘦,0,0,117802.5
U5,艾叶,S501,主观性眩晕,0,0,117802.5
U417,金荞麦,S501,主观性眩晕,0,0,117802.5
U522,络石藤,S27,腹痛,0,0,117802.5
U995,栀子,S06,便秘,1,1,117802.5
U311,荷叶,S71,身黄,0,1,117802.5
U416,金钱草,S501,主观性眩晕,0,0,117802.5
U211,番泻叶,S06,便秘,0,1,117802.5
U375,黄芩,S398,痛觉过敏,0,0,117802.5
U380,茴香,S88,头晕,0,1,117802.5
U817,菟丝子,S88,头晕,0,1,117802.5
U196,独活,S109,意识障碍,0,0,117802.5
U454,苦楝皮,S88,头晕,0,0,117802.5
U297,海金沙,S48,咳嗽,0,0,117802.5
U951,银杏叶,S88,头晕,0,0,117802.5
U125,穿心莲,S501,主观性眩晕,0,0,117802.5
U59,北沙参,S360,湿疹性皮炎,0,0,117802.5
U597,牛黄,S104,厌食,0,0,117802.5
U477,莲房,S25,浮肿,0,0,117802.5
U697,山茱萸,S501,主观性眩晕,0,0,117802.5
U306,合欢花,S501,主观性眩晕,0,0,117802.5
U952,淫羊藿,S88,头晕,0,0,117802.5
U34,白前,S06,便秘,0,0,117802.5
U1031,紫苏叶,S48,咳嗽,0,1,117802.5
U914,鸭跖草,S88,头晕,0,0,117802.5
U390,积雪草,S27,腹痛,0,1,117802.5
U594,牛蒡子,S88,头晕,0,0,117802.5
U948,茵陈,S88,头晕,1,1,117802.5
U359,槐花,S88,头晕,0,0,117802.5
U103,车前子,S88,头晕,0,1,117802.5
U918,亚麻子,S88,头晕,0,0,117802.5
U530,马鞭草,S501,主观性眩晕,0,0,117802.5
U243,覆盆子,S27,腹痛,0,1,117802.5
U784,天冬,S87,头痛,0,1,117802.5
U302,海藻,S501,主观性眩晕,0,0,117802.5
U401,焦槟榔,S88,头晕,0,0,117802.5
U160,淡豆豉,S398,痛觉过敏,0,0,117781
U24,白芥子,S398,痛觉过敏,0,0,117781
U430,荆芥,S88,头晕,0,1,117750
U612,枇杷叶,S398,痛觉过敏,0,0,117750
U401,焦槟榔,S87,头痛,0,0,117750
U674,桑白皮,S17,恶心,0,1,117750
U451,苦参,S71,身黄,1,1,117750
U173,地骨皮,S95,消瘦,0,0,117750
U150,大枣,S62,呕吐,0,1,117750
U476,连翘,S87,头痛,0,1,117750
U454,苦楝皮,S20,发热,0,0,117750
U164,党参,S398,痛觉过敏,0,0,117750
U314,黑豆,S306,皮疹,0,0,117750
U351,花椒,S25,浮肿,0,1,117750
U314,黑豆,S21,乏力,0,0,117750
U527,麻黄,S25,浮肿,1,1,117750
U156,丹皮,S25,浮肿,1,1,117750
U516,路路通,S398,痛觉过敏,0,0,117729.5
U443,橘红,S48,咳嗽,0,1,117729.5
U12,巴戟天,S125,不孕症，不育症,0,0,117729.5
U262,葛根,S27,腹痛,1,1,117729.5
U504,芦根,S48,咳嗽,1,1,117729.5
U623,千金子,S25,浮肿,0,0,117729.5
U740,熟地,S398,痛觉过敏,0,0,117729.5
U258,高良姜,S398,痛觉过敏,0,0,117729.5
U59,北沙参,S62,呕吐,0,1,117729.5
U859,夏枯草,S48,咳嗽,0,1,117564
U721,石菖蒲,S25,浮肿,0,1,117561
U201,杜仲,S398,痛觉过敏,0,0,117541
U372,黄连,S07,便溏,0,1,117541
U631,羌活,S07,便溏,0,0,117541
U582,木通,S07,便溏,0,0,117541
U538,麦芽,S398,痛觉过敏,0,0,117541
U306,合欢花,S87,头痛,0,0,117541
U711,伸筋草,S20,发热,0,0,117541
U858,细辛,S27,腹痛,0,1,117541
U243,覆盆子,S398,痛觉过敏,0,0,117541
U637,青黛,S398,痛觉过敏,0,0,117541
U530,马鞭草,S87,头痛,0,0,117541
U467,老鹳草,S398,痛觉过敏,0,0,117541
U575,木鳖子,S20,发热,0,0,117541
U680,桑枝,S87,头痛,0,0,117541
U785,天花粉,S87,头痛,0,1,117541
U314,黑豆,S07,便溏,0,0,117541
U790,天山雪莲,S398,痛觉过敏,0,0,117541
U374,黄芪,S07,便溏,1,1,117541
U141,大黄,S20,发热,0,1,117541
U188,冬虫夏草,S398,痛觉过敏,0,0,117541
U319,黑芝麻,S398,痛觉过敏,0,0,117541
U313,鹤虱,S27,腹痛,0,0,117541
U6,安息香,S398,痛觉过敏,0,0,117541
U236,茯苓,S398,痛觉过敏,0,0,117541
U372,黄连,S27,腹痛,0,1,117541
U649,拳参,S48,咳嗽,0,0,117541
U155,丹参,S25,浮肿,1,1,117541
U454,苦楝皮,S27,腹痛,0,0,117541
U869,香附,S398,痛觉过敏,0,0,117541
U286,桂枝,S87,头痛,0,1,117541
U994,知母,S398,痛觉过敏,0,0,117541
U242,附子,S25,浮肿,0,1,117541
U206,鹅不食草,S48,咳嗽,0,0,117541
U104,沉香,S27,腹痛,0,1,117541
U236,茯苓,S20,发热,0,1,117541
U104,沉香,S20,发热,0,0,117541
U999,枳实,S294,排便疼痛,0,0,117541
U767,苏子,S48,咳嗽,0,1,117390.5
U654,忍冬藤,S87,头痛,0,0,117352
U999,枳实,S119,鼻窦炎,0,0,117345
U602,牛膝,S20,发热,0,1,117120
U274,瓜蒌,S21,乏力,1,1,117120
U335,厚朴,S06,便秘,1,1,117120
U314,黑豆,S104,厌食,0,0,117120
U171,地枫皮,S20,发热,0,0,117120
U58,北豆根,S25,浮肿,0,0,117120
U820,王不留行,S25,浮肿,0,1,117120
U710,麝香,S27,腹痛,0,0,117120
U516,路路通,S25,浮肿,0,1,117120
U180,地榆,S501,主观性眩晕,0,0,117120
U147,大蒜,S306,皮疹,0,0,117120
U772,酸枣仁,S87,头痛,0,1,117120
U650,人参,S21,乏力,0,1,117120
U875,香橼,S299,皮肤干燥,0,0,117120
U54,半夏,S21,乏力,1,1,117120
U262,葛根,S17,恶心,0,1,117120
U236,茯苓,S48,咳嗽,1,1,117120
U971,月季花,S20,发热,0,0,117120
U382,藿香,S20,发热,0,1,117120
U951,银杏叶,S95,消瘦,0,0,117120
U459,款冬花,S25,浮肿,0,1,117120
U684,山慈菇,S25,浮肿,0,1,117120
U998,枳壳,S501,主观性眩晕,0,0,117120
U504,芦根,S06,便秘,0,1,117120
U4,矮地茶,S87,头痛,0,0,117120
U594,牛蒡子,S65,皮肤瘙痒,0,1,117120
U91,草乌,S27,腹痛,0,0,117120
U820,王不留行,S48,咳嗽,0,1,117120
U321,红参,S88,头晕,0,0,117120
U999,枳实,S20,发热,1,1,117120
U918,亚麻子,S17,恶心,0,0,117120
U271,骨碎补,S48,咳嗽,0,0,117120
U784,天冬,S06,便秘,0,1,117120
U869,香附,S65,皮肤瘙痒,0,1,117120
U647,瞿麦,S501,主观性眩晕,0,0,117120
U311,荷叶,S27,腹痛,0,1,117034.5
U454,苦楝皮,S87,头痛,0,0,117034.5
U898,徐长卿,S398,痛觉过敏,0,0,117034.5
U207,儿茶,S87,头痛,0,0,117034.5
U214,防风,S87,头痛,0,1,117034.5
U860,夏天无,S17,恶心,0,0,117034.5
U661,乳香,S398,痛觉过敏,0,0,117034.5
U79,补骨脂,S48,咳嗽,0,1,117034.5
U185,丁香,S20,发热,0,1,117034.5
U944,益智仁,S87,头痛,0,1,117034.5
U286,桂枝,S20,发热,0,1,117034.5
U858,细辛,S20,发热,0,1,117034.5
U826,乌梅,S62,呕吐,0,1,117034.5
U340,胡芦巴,S27,腹痛,0,1,117034.5
